,Book,Author,Description,Genres,Year of Publication,Publisher_x,URL,Aggregated Emotions,Aggregated Des Emotions,ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher_y,Image-URL-S,Image-URL-M,Image-URL-L
3645,gone for good,harlan coben,boy klein hero older brother ken warm suburban night kleins affluent new jersey neighborhood young woman girl loved found brutally murdered family basement prime suspect ken klein evidence overwhelming ken simply vanished shattered family never heard ken sure gone good eleven years passed found proof ken alive first series stunning revelations forced confront startling truths brother even violent mystery unwinds around knows must press search way end powerful surprises yet come ,Mystery,2003,Dell,https://www.goodreads.com/book/show/43930.Gone_for_Good,"[(' happy', 10), (' ecstatic', 5), (' lost', 4), (' attached', 4), (' loved', 4), (' attracted', 3), (' sad', 3), (' demoralized', 2), (' anxious', 2), (' powerless', 2), (' average', 2), (' cheated', 2), (' fearful', 2), (' codependent', 1), (' surprise', 1), (' independent', 1), (' focused', 1), (' alone', 1), (' esteemed', 1), (' angry', 1), (' fearless', 1)]","[(' powerless', 30), (' attached', 30), (' loved', 30)]",0440236738,gone for good,HARLAN COBEN,2003,Dell,http://images.amazon.com/images/P/0440236738.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440236738.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440236738.01.LZZZZZZZ.jpg
3649,the scold's bridle,minette walters,bitter harridan tears fall rich spiteful old mathilda gillespie bloody corpse found bathtub wrists slit ancient scold bridle clamped head seems mathilda favorite heirloom also instrument torture middle ages iron cage used gag yapping women among dorset villagers sarah blakeney mathilda doctor final year seems even mildly disturbed miserable nag muzzled forever tragic victim suicide starts look like homicide sarah sorrow seems bit contrived bombshell drops mathilda disinherited daughter granddaughter leaving entire fortune sarah object vicious gossip police prime suspect brutal murder sarah must prove innocence delving mathilda past unmask real killer finds beneath sleepy village facade grisly potpourri blackmail butchery perversion ,Mystery,1995,St. Martin's Press,https://www.goodreads.com/book/show/45116.The_Scold_s_Bridle,"[(' sad', 16), (' happy', 8), (' attached', 7), (' independent', 3), (' focused', 3), (' angry', 3), (' attracted', 3), (' surprise', 3), (' powerless', 2), (' fearful', 2), (' bored', 2), (' average', 2), (' obsessed', 1), (' adequate', 1), (' entitled', 1), (' cheated', 1), (' anxious', 1), (' embarrassed', 1), (' free', 1), (' loved', 1), (' singled out', 1)]","[(' angry', 30), (' sad', 30)]",0312956126,the scold's bridle,Minette Walters,1995,St. Martin's Press,http://images.amazon.com/images/P/0312956126.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312956126.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312956126.01.LZZZZZZZ.jpg
3653,sleeping murder,agatha christie,indomitable miss marple turns ghost hunter uncovers shocking evidence old crime soon gwenda moved new home odd things started happen despite best efforts modernize house succeeded dredging past worse felt irrational sense terror every time climbed stairs fear gwenda turned miss marple exorcise ghosts dredged “ perfect ” crime committed many years librarian note entry novel sleeping murder collections miss marple stories located elsewhere goodreads series includes 12 novels 20 short stories entries short stories found searching goodreads miss marple short story ,Mystery,1983,Bantam,https://www.goodreads.com/book/show/16300.Sleeping_Murder,"[(' sad', 7), (' happy', 6), (' attached', 4), (' focused', 4), (' angry', 4), (' independent', 2), (' apathetic', 2), (' loved', 2), (' attracted', 2), (' fearful', 2), (' fearless', 2), (' surprise', 2), (' lost', 1), (' powerless', 1), (' entitled', 1), (' free', 1), (' adequate', 1), (' average', 1)]","[(' focused', 29)]",0553256785,sleeping murder,AGATHA CHRISTIE,1983,Bantam,http://images.amazon.com/images/P/0553256785.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553256785.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553256785.01.LZZZZZZZ.jpg
3657,nemesis,agatha christie,utter disbelief jane marple read letter addressed recently deceased mr rafiel acquaintance met briefly vacation st honore recounted caribbean mystery rafiel left instructions investigate crime death problem failed tell involved crime committed intriguing soon faced new crime ultimate crime murder seems someone adamant past evils remain buried librarian note entry novel nemesis collections miss marple stories located elsewhere goodreads series includes 12 novels 20 short stories entries short stories found searching goodreads miss marple short story ,Mystery,2004,Signet Book,https://www.goodreads.com/book/show/31304.Nemesis,"[(' sad', 12), (' happy', 9), (' attached', 6), (' attracted', 4), (' fearless', 4), (' focused', 3), (' average', 2), (' adequate', 2), (' ecstatic', 2), (' angry', 2), (' surprise', 2), (' loved', 2), (' lost', 1), (' singled out', 1), (' entitled', 1), (' hated', 1), (' lustful', 1), (' powerless', 1)]","[(' focused', 30)]",0451200187,nemesis,Agatha Christie,2004,Signet Book,http://images.amazon.com/images/P/0451200187.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451200187.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451200187.01.LZZZZZZZ.jpg
3674,agatha christie: an autobiography,agatha christie,agatha christie died 12 january 1976 known throughout world queen crime unrivalled best selling novelist time two billion books sold 100 languages though kept private life mystery years agatha secretly written autobiography published death millions fans agreed best story early childhood end 19th century two marriages two world wars experiences writer archaeological expeditions second husband max mallowan book reveals true genius legendary success real passion openness ,Mystery,1978,Ballantine Books,https://www.goodreads.com/book/show/16301.Agatha_Christie,"[(' sad', 16), (' happy', 15), (' attached', 11), (' attracted', 6), (' loved', 5), (' fearful', 3), (' lost', 3), (' belittled', 2), (' focused', 2), (' independent', 2), (' average', 2), (' ecstatic', 1), (' alone', 1), (' obsessed', 1), (' angry', 1), (' fearless', 1), (' surprise', 1)]",[],0345276469,agatha christie: an autobiography,Agatha Christie,1978,Ballantine Books,http://images.amazon.com/images/P/0345276469.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345276469.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345276469.01.LZZZZZZZ.jpg
3677,the chimney sweeper's boy,barbara vine,utterly absorbing tale mystery obsession barbara vine k ruth rendell unforgettable novel tells story daughter upon starting write biography late famous father discovers impostor stolen name dead child ,Mystery,1999,Pocket,https://www.goodreads.com/book/show/1788344.The_Chimney_Sweeper_s_Boy,"[(' sad', 11), (' attached', 9), (' happy', 9), (' attracted', 5), (' loved', 5), (' independent', 3), (' codependent', 2), (' alone', 2), (' powerless', 2), (' esteemed', 2), (' lost', 1), (' embarrassed', 1), (' angry', 1), (' adequate', 1), (' average', 1), (' demoralized', 1), (' surprise', 1), (' fearless', 1), (' singled out', 1), (' apathetic', 1), (' hated', 1), (' obsessed', 1), (' anxious', 1)]",[],0671034294,the chimney sweeper's boy,Barbara Vine,1999,Pocket,http://images.amazon.com/images/P/0671034294.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671034294.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671034294.01.LZZZZZZZ.jpg
3681,the ice house,minette walters,people streech village never trusted three women living grange since phoebe maybury husband suddenly inexplicably vanished ten years later corpse discovered grounds phoebe nightmare begins ,Mystery,1995,Macmillan Pub Ltd,https://www.goodreads.com/book/show/45122.The_Ice_House,"[(' happy', 6), (' attached', 4), (' surprise', 3), (' powerless', 2), (' fearless', 2), (' demoralized', 2), (' loved', 2), (' lost', 2), (' average', 2), (' obsessed', 2), (' cheated', 2), (' focused', 2), (' attracted', 1), (' derailed', 1), (' fearful', 1), (' hated', 1), (' adequate', 1), (' angry', 1), (' codependent', 1), (' sad', 1), (' singled out', 1), (' anxious', 1), (' alone', 1)]",[],0330327917,the ice house,Minette Walters,1995,Macmillan Pub Ltd,http://images.amazon.com/images/P/0330327917.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0330327917.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0330327917.01.LZZZZZZZ.jpg
3683,once were warriors,alan duff,warriors alan duff harrowing vision country indigenous people two hundred years english conquest prose raw compelling tells story beth heke maori woman struggling keep family falling apart despite squalor violence housing projects live conveying rich textures maori tradition wounds left absence warriors masterpiece unblinking realism irresistible energy great sorrow ,Contemporary,1995,Vintage Books USA,https://www.goodreads.com/book/show/133496.Once_Were_Warriors,"[(' sad', 21), (' happy', 17), (' attached', 5), (' independent', 4), (' lost', 4), (' attracted', 4), (' angry', 3), (' alone', 3), (' loved', 3), (' free', 3), (' powerless', 3), (' adequate', 2), (' fearful', 2), (' fearless', 1), (' surprise', 1), (' anxious', 1), (' singled out', 1), (' hated', 1), (' codependent', 1)]","[(' happy', 29)]",0679761810,once were warriors,Alan Duff,1995,Vintage Books USA,http://images.amazon.com/images/P/0679761810.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679761810.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679761810.01.LZZZZZZZ.jpg
3684,the tao of pooh,benjamin hoff,wisdom pooh thing western taoist benjamin hoff says taoist favorite food honey brilliant witty dialogue beloved pooh bear companions author smash bestseller explains ease aplomb rather distant mysterious concept taoism near practical us morning breakfast bowl romp enchanting world winnie pooh soaking invaluable lessons simplicity natural living ,Audiobook,1983,Penguin Books,https://www.goodreads.com/book/show/48757.The_Tao_of_Pooh,"[(' happy', 19), (' attached', 6), (' angry', 6), (' fearless', 4), (' sad', 4), (' attracted', 4), (' adequate', 4), (' lost', 3), (' entitled', 3), (' loved', 3), (' esteemed', 2), (' focused', 2), (' ecstatic', 2), (' surprise', 2), (' hated', 2), (' free', 2), (' alone', 2), (' safe', 2), (' powerless', 1), (' fearful', 1), (' codependent', 1), (' apathetic', 1)]",[],0140067477,the tao of pooh,Benjamin Hoff,1983,Penguin Books,http://images.amazon.com/images/P/0140067477.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140067477.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140067477.01.LZZZZZZZ.jpg
3686,the power of now: a guide to spiritual enlightenment,eckhart tolle,make journey need leave analytical mind false created self ego behind first page eckhart tolle extraordinary book move rapidly significantly higher altitude breathe lighter air become connected indestructible essence “ eternal ever present one life beyond myriad forms life subject birth death ” although journey challenging eckhart tolle uses simple language easy question answer format guide us word mouth phenomenon since first publication power one rare books power create experience readers one radically change lives better ,Audiobook,1999,New World Library,https://www.goodreads.com/book/show/6708.The_Power_of_Now,"[(' happy', 21), (' attached', 7), (' focused', 5), (' sad', 5), (' angry', 3), (' surprise', 3), (' loved', 3), (' hated', 2), (' average', 2), (' independent', 2), (' ecstatic', 2), (' adequate', 2), (' fearful', 2), (' lost', 2), (' entitled', 2), (' attracted', 1), (' anxious', 1), (' apathetic', 1), (' free', 1), (' esteemed', 1)]","[(' attached', 30)]",1577311523,the power of now: a guide to spiritual enlightenment,Eckhart Tolle,1999,New World Library,http://images.amazon.com/images/P/1577311523.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1577311523.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1577311523.01.LZZZZZZZ.jpg
3687,dress your family in corduroy and denim,david sedaris,david sedaris plays snow sisters goes vacation family gets job selling drinks attends brother ’ wedding mops sister ’ floor gives directions lost traveler eats hamburger blood sugar tested sounds normal ’ newest collection essays david sedaris lifts corner ordinary life revealing absurdity teeming surface world alive obscure desires hidden motives — world forgiveness automatic argument highest form love dress family corduroy denim another unforgettable collection one wittiest original writers work today davidsedarisbooks com ,Audiobook,2004,"Little, Brown",https://www.goodreads.com/book/show/10176.Dress_Your_Family_in_Corduroy_and_Denim,"[(' happy', 25), (' sad', 11), (' attracted', 7), (' fearful', 6), (' bored', 4), (' attached', 3), (' average', 2), (' loved', 2), (' embarrassed', 2), (' adequate', 1), (' surprise', 1), (' free', 1), (' ecstatic', 1), (' powerless', 1), (' lost', 1), (' alone', 1)]","[(' lost', 30), (' average', 30)]",0316143464,dress your family in corduroy and denim,David Sedaris,2004,"Little, Brown",http://images.amazon.com/images/P/0316143464.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316143464.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316143464.01.LZZZZZZZ.jpg
3689,neither here nor there: travels in europe,bill bryson,bill bryson first travel book lost continent unanimously acclaimed one funniest books years neither brings unique brand humour bear europe shoulders backpack keeps tight hold wallet journeys hammerfest northernmost town continent istanbul cusp asia fluent oh least one language retraces travels student twenty years whether braving homicidal motorist paris robbed gypsies florence attempting order tripe eyeballs german restaurant window shopping sex shops reeperbahn disputing hotel bill copenhagen bryson takes sights dissects culture illuminates place person hilariously caustic observations even goes liechtenstein ,Audiobook,1999,Perennial,https://www.goodreads.com/book/show/27.Neither_Here_nor_There,"[(' happy', 22), (' attracted', 8), (' sad', 5), (' entitled', 5), (' attached', 3), (' angry', 3), (' singled out', 2), (' average', 2), (' free', 2), (' alone', 2), (' fearless', 2), (' lost', 1), (' anxious', 1), (' fearful', 1), (' adequate', 1), (' powerless', 1), (' loved', 1), (' bored', 1), (' esteemed', 1), (' apathetic', 1)]","[(' lost', 30)]",0380713802,neither here nor there: travels in europe,Bill Bryson,1999,Perennial,http://images.amazon.com/images/P/0380713802.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380713802.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380713802.01.LZZZZZZZ.jpg
3691,holidays on ice,david sedaris,david sedaris beloved holiday collection new six pieces including never published story along favorites diaries macy elf annals two competitive families sedaris tales tardy trick treaters us difficulties explaining easter bunny french jesus shaves locked snowstorm let snow puzzling christmas traditions nations six eight black men halloween medical examiner looks like monster mash barnyard secret santa scheme gone awry cow turkey ,Audiobook,1997,Time Warner Audio Major,https://www.goodreads.com/book/show/4136.Holidays_on_Ice,"[(' happy', 17), (' sad', 9), (' fearful', 4), (' surprise', 3), (' loved', 3), (' angry', 2), (' anxious', 2), (' demoralized', 1), (' free', 1), (' derailed', 1), (' alone', 1), (' attached', 1), (' attracted', 1)]",[],1570425671,holidays on ice,David Sedaris,1997,Time Warner Audio Major,http://images.amazon.com/images/P/1570425671.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1570425671.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1570425671.01.LZZZZZZZ.jpg
3692,in a sunburned country,bill bryson,driest flattest hottest infertile climatically aggressive inhabited continents still australia teems life large portion quite deadly fact australia things kill nasty way anywhere else ignoring dangers yet curiously obsessed bill bryson journeyed australia promptly fell love country blame people cheerful extroverted quick witted unfailingly obliging cities safe clean nearly always built water food excellent beer cold sun nearly always shines life get much better ,Audiobook,2001,Broadway Books,https://www.goodreads.com/book/show/24.In_a_Sunburned_Country,"[(' happy', 25), (' sad', 8), (' attracted', 7), (' attached', 5), (' angry', 5), (' embarrassed', 3), (' loved', 3), (' alone', 3), (' lost', 2), (' average', 2), (' fearless', 2), (' demoralized', 2), (' esteemed', 2), (' bored', 1), (' free', 1), (' safe', 1), (' fearful', 1), (' obsessed', 1), (' powerless', 1), (' focused', 1)]","[(' happy', 30), (' obsessed', 30)]",0767903862,in a sunburned country,Bill Bryson,2001,Broadway Books,http://images.amazon.com/images/P/0767903862.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0767903862.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0767903862.01.LZZZZZZZ.jpg
3695,kitchen confidential: adventures in the culinary underbelly,anthony bourdain,deliciously funny delectably shocking banquet wild true tales life culinary trade chef anthony bourdain laying quarter century drugs sex haute cuisine—now new never published material new york chef tony bourdain gives away secrets trade wickedly funny inspiring memoir expose kitchen confidential reveals bourdain calls twenty five years sex drugs bad behavior haute cuisine ,Audiobook,2001,Ecco,https://www.goodreads.com/book/show/33313.Kitchen_Confidential,"[(' happy', 32), (' attached', 16), (' sad', 15), (' independent', 14), (' loved', 12), (' attracted', 9), (' esteemed', 7), (' fearless', 6), (' adequate', 5), (' focused', 4), (' lost', 3), (' lustful', 3), (' angry', 3), (' hated', 3), (' obsessed', 3), (' fearful', 3), (' free', 3), (' singled out', 3), (' ecstatic', 2), (' bored', 2), (' codependent', 2), (' surprise', 2), (' embarrassed', 2), (' average', 2), (' anxious', 1), (' safe', 1)]","[(' attracted', 30)]",0060934913,kitchen confidential: adventures in the culinary underbelly,Anthony Bourdain,2001,Ecco,http://images.amazon.com/images/P/0060934913.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060934913.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060934913.01.LZZZZZZZ.jpg
3697,notes from a small island,bill bryson,suddenly space moment realized loved britain say nearly two decades spent british soil bill bryson bestselling author mother tongue made america decided return united states recently read bryson writes 3 7 million americans believed abducted aliens one time another clear people needed departing set grand farewell tour green kindly island long home veering ludicrous endearing back notes small island delightfully irreverent jaunt around unparalleled floating nation produced zebra crossings shakespeare twiggie winkie farm places names like farleigh wallop titsey result uproarious social commentary conveys true glory britain satiric pen unapologetic anglophile ,Audiobook,1997,Perennial,https://www.goodreads.com/book/show/28.Notes_from_a_Small_Island,"[(' happy', 47), (' attracted', 13), (' attached', 10), (' sad', 9), (' fearless', 6), (' alone', 5), (' loved', 4), (' independent', 4), (' angry', 4), (' fearful', 3), (' lost', 3), (' adequate', 2), (' safe', 2), (' singled out', 2), (' average', 2), (' anxious', 2), (' surprise', 2), (' hated', 1), (' powerless', 1), (' free', 1), (' codependent', 1), (' focused', 1), (' bored', 1), (' derailed', 1), (' apathetic', 1), (' demoralized', 1)]","[(' attached', 30), (' attracted', 30), (' loved', 30)]",0380727501,notes from a small island,Bill Bryson,1997,Perennial,http://images.amazon.com/images/P/0380727501.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380727501.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380727501.01.LZZZZZZZ.jpg
3699,"practicing the power of now: essential teachings, meditations, and exercises from the power of now",eckhart tolle,eckhart tolle rapidly emerging one world inspiring spiritual teachers sharing enlightenment experienced startling personal transformation views go beyond particular religion doctrine guru book extracts essence teachings power showing us free enslavement mind aim able enter sustain awakened state consciousness throughout everyday life meditations simple techniques eckhart shows us quiet thoughts see world present moment find path life grace ease lightness ,Audiobook,2001,New World Library,https://www.goodreads.com/book/show/6709.Practicing_the_Power_of_Now,"[(' happy', 4), (' sad', 3), (' attracted', 2), (' entitled', 2), (' average', 2), (' attached', 2), (' safe', 1), (' focused', 1), (' obsessed', 1), (' free', 1)]","[(' free', 30), (' attracted', 30)]",1577311957,"practicing the power of now: essential teachings, meditations, and exercises from the power of now",Eckhart Tolle,2001,New World Library,http://images.amazon.com/images/P/1577311957.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1577311957.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1577311957.01.LZZZZZZZ.jpg
3700,how to make people like you in 90 seconds or less,nicholas boothman,whether selling managing negotiating planning collaborating pitching instructing knees marriage proposal secret success based connecting people connection infinitely easier make nicholas boothman program rapport design make people like 90 seconds less work master neuro linguistic programming whose career teaching corporations groups secrets successful face face communication aimed establishing rapport stage meeting communicating make people like focuses concept synchrony shows synchronize attitude synchronize body language synchronize voice tone instantly imperceptibly become someone person likes reinforcing easy learn skills knowing read person sensory preferences us visual kinesthetic minority auditory say see mean visual person really speaking language along way book covers attitude nervousness words open conversation words shut compliments eye cues magic opposites attracting make best important 90 seconds relationship business personal ,Audiobook,2000,Workman Publishing,https://www.goodreads.com/book/show/181727.How_to_Make_People_Like_You_in_90_Seconds_or_Less,"[(' happy', 14), (' attracted', 5), (' average', 4), (' anxious', 3), (' embarrassed', 2), (' fearful', 2), (' sad', 2), (' powerless', 2), (' loved', 1), (' apathetic', 1), (' free', 1), (' independent', 1)]","[(' happy', 29)]",076111940X,how to make people like you in 90 seconds or less,Nicholas Boothman,2000,Workman Publishing,http://images.amazon.com/images/P/076111940X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/076111940X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/076111940X.01.LZZZZZZZ.jpg
3701,your erroneous zones,wayne w. dyer,record breaking 1 new york times bestseller – 35 million copies sold first book wayne dyer author multimillion copy bestseller pulling strings national bestsellers ’ spiritual solution every problem wisdom ages positive practical guide breaking free trap negative thinking enjoying life fullest plagued guilt worry find unwittingly falling old self destructive patterns erroneous zones – whole facets approach life act barriers success happiness perhaps believe control feelings reactions – dyer shows take charge manage much let difficult times people affect maybe spend time worrying others think working want need – dyer points way true self reliance self image problems dependence others dyer gives tools need break free negative thinking enjoy life fullest ,Audiobook,1976,Harpercollins,https://www.goodreads.com/book/show/357886.Your_Erroneous_Zones,"[(' happy', 9), (' attracted', 6), (' sad', 6), (' angry', 4), (' free', 3), (' fearless', 3), (' powerless', 3), (' adequate', 2), (' hated', 2), (' loved', 1), (' lost', 1), (' esteemed', 1), (' focused', 1), (' anxious', 1), (' singled out', 1), (' cheated', 1)]","[(' free', 60), (' sad', 30)]",0308102282,your erroneous zones,Wayne W. Dyer,1976,Harpercollins,http://images.amazon.com/images/P/0308102282.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0308102282.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0308102282.01.LZZZZZZZ.jpg
3704,stiff: the curious lives of human cadavers,mary roach,okay thinking must kind joke humorous book cadavers yup — works mary roach takes age old question happens us die quite literally stiff explores lives human cadavers time ancient egyptians way current campaigns human composting along way recounts morbidly infectious glee dead bodies used research ranging car safety plastic surgery cancel next collagen injection reading authenticity shroud turin impossible irreverent may sound roach written book corpses lively fresh traveled around globe conduct forensic investigations findings wryly intelligent myriad uses cadavers recounted often graphic roach imbues subject sense dignity choosing emphasize oddly noble purposes corpses serve organ donation lifesaving medical research readers come away convinced enormous debt living owe study remains dead may offer answer ancient mystery hoping stiff offers strange sort comfort knowledge sense death necessarily end ,Audiobook,2003,W. W. Norton &amp; Company,https://www.goodreads.com/book/show/32145.Stiff,"[(' happy', 21), (' attracted', 13), (' attached', 12), (' loved', 6), (' angry', 6), (' sad', 4), (' surprise', 4), (' fearful', 3), (' average', 3), (' focused', 2), (' ecstatic', 2), (' entitled', 2), (' codependent', 2), (' fearless', 2), (' powerless', 2), (' lost', 2), (' esteemed', 2), (' bored', 1), (' free', 1), (' apathetic', 1), (' independent', 1), (' adequate', 1), (' anxious', 1), (' demoralized', 1), (' alone', 1)]","[(' happy', 60)]",0393050939,stiff: the curious lives of human cadavers,Mary Roach,2003,W. W. Norton &amp; Company,http://images.amazon.com/images/P/0393050939.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0393050939.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0393050939.01.LZZZZZZZ.jpg
3707,the sentinel,arthur c. clarke,masters science fiction brought us glimpses near future vividly arthur c clarke startling realism vision made classics novels childhood end 2001 space odyssey also made clarke one genre successful writers trade paperback published commemorate arrival year 2001 one notable dates science fiction history sentinel brilliant collection clarke highest calibre short fiction ,Audiobook,2000,I Books,https://www.goodreads.com/book/show/149070.The_Sentinel,"[(' attached', 10), (' happy', 10), (' loved', 5), (' attracted', 4), (' adequate', 3), (' cheated', 3), (' fearless', 2), (' average', 2), (' alone', 2), (' lost', 2), (' esteemed', 1), (' ecstatic', 1), (' sad', 1), (' powerless', 1), (' belittled', 1), (' demoralized', 1), (' surprise', 1), (' fearful', 1), (' focused', 1)]",[],0425188795,the sentinel,Gerald Petievich,2003,Berkley Publishing Group,http://images.amazon.com/images/P/0425188795.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425188795.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425188795.01.LZZZZZZZ.jpg
3710,eat that frog!: 21 great ways to stop procrastinating and get more done in less time,brian tracy,legendary eat frog 450 0 copies sold translated 23 languages provides 21 effective methods conquering procrastination accomplishing new edition revised updated throughout includes brand new information keep technology dominating time ,Audiobook,2002,Berrett-Koehler Publishers,https://www.goodreads.com/book/show/95887.Eat_That_Frog_,"[(' happy', 16), (' attracted', 6), (' adequate', 4), (' sad', 4), (' fearless', 3), (' powerless', 2), (' singled out', 2), (' focused', 2), (' esteemed', 1), (' codependent', 1), (' average', 1), (' free', 1), (' surprise', 1)]",[],1576751988,eat that frog!: 21 great ways to stop procrastinating and get more done in less time,Brian Tracy,2002,Berrett-Koehler Publishers,http://images.amazon.com/images/P/1576751988.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1576751988.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1576751988.01.LZZZZZZZ.jpg
3711,shakespeare: the invention of the human,harold bloom,indispensable critic indispensable writer geoffrey brien new york review books landmark achievement expansive erudite passionate renowned author shakespeare invention human culmination lifetime reading writing teaching shakespeare preeminent literary critic ultimate authority western literary tradition harold bloom leads us comprehensive reading every one dramatist plays brilliantly illuminating work unrivaled warmth wit insight time bloom presents one boldest theses shakespearean scholarships shakespeare invented english language also created human nature know today ,Literature,1998,Riverhead Books,https://www.goodreads.com/book/show/20942.Shakespeare,"[(' happy', 15), (' adequate', 6), (' sad', 6), (' attracted', 5), (' lost', 4), (' attached', 4), (' independent', 4), (' alone', 3), (' esteemed', 3), (' obsessed', 3), (' hated', 3), (' surprise', 3), (' codependent', 2), (' powerless', 2), (' average', 2), (' ecstatic', 2), (' apathetic', 2), (' embarrassed', 1), (' fearless', 1), (' fearful', 1), (' bored', 1), (' lustful', 1), (' loved', 1)]","[(' lustful', 30)]",1573221201,shakespeare: the invention of the human,Harold Bloom,1998,Riverhead Books,http://images.amazon.com/images/P/1573221201.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1573221201.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1573221201.01.LZZZZZZZ.jpg
3713,intensity,dean koontz,past midnight chyna shepard twenty six gazes moonlit window unable sleep first night napa valley home best friend family instinct proves reliable murderous sociopath edgler foreman vess entered house intent killing everyone inside self proclaimed homicidal adventurer vess lives satisfy appetites arise immerse sensation live without fear remorse limits live intensity chyna trapped deadly orbit chyna survivor toughened lifelong struggle safety self respect tested never first sole aim get alive chance learns identity vess next intended victim faraway innocent save driven newly discovered thirst meaning beyond mere self preservation chyna musters every inner resource save endangered girl moment moment terrifying threat edgler foreman vess intensifies ,Thriller,1996,Ballantine Books,https://www.goodreads.com/book/show/32439.Intensity,"[(' happy', 9), (' sad', 8), (' fearful', 6), (' surprise', 4), (' average', 3), (' attracted', 3), (' attached', 3), (' free', 2), (' loved', 2), (' alone', 1), (' powerless', 1), (' codependent', 1), (' focused', 1)]","[(' entitled', 56), (' attracted', 28), (' sad', 28)]",0345384369,intensity,DEAN KOONTZ,1996,Ballantine Books,http://images.amazon.com/images/P/0345384369.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345384369.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345384369.01.LZZZZZZZ.jpg
